activity_id,date,run_type,distance_miles,duration_minutes,pace_min_per_mile,avg_heart_rate,elevation_gain_ft,location,weather,perceived_effort
352,2021-08-05,trail,7.97,97.5,12.23,134,352,the track,windy,10
353,2021-08-06,race,3.1,22.4,7.21,161,41,the neighborhood,rainy,6
354,2021-08-08,long run,18.31,198.5,10.84,140,379,the forest preserve,foggy,2
355,2021-08-09,long run,13.29,136.6,10.28,158,6,the beach path,humid,5
356,2021-08-11,tempo,5.81,41.9,7.21,153,35,the canal trail,perfect weather,2
357,2021-08-12,fartlek,4.54,38.7,8.52,148,128,downtown,sunny,7
358,2021-08-13,trail,11.04,128.3,11.62,135,84,the greenway,hot,4
359,2021-08-15,long run,14.0,126.0,9.0,147,88,downtown,windy,1
360,2021-08-16,long run,15.58,168.9,10.84,148,4,the canal trail,breezy,6
361,2021-08-17,tempo,5.4,42.0,7.78,162,93,Central Park,cold,8
362,2021-08-20,tempo,4.77,36.2,7.58,150,47,the beach path,breezy,8
363,2021-08-22,easy,9.32,85.1,9.13,149,126,Riverside Park,sunny,5
364,2021-08-23,tempo,11.94,83.0,6.95,159,209,the greenway,breezy,10
365,2021-08-25,trail,8.17,98.9,12.11,149,78,Riverside Park,cold,4
366,2021-08-26,long run,11.53,116.5,10.1,142,139,Central Park,windy,7
367,2021-08-29,fartlek,4.29,38.0,8.85,162,28,Riverside Park,overcast,8
368,2021-08-31,easy,4.7,42.8,9.11,129,221,the neighborhood,foggy,10
369,2021-09-01,tempo,7.18,47.2,6.58,166,47,the treadmill,perfect weather,1
370,2021-09-03,recovery,4.76,53.3,11.19,149,54,the trails,crisp,7
371,2021-09-04,long run,14.57,146.3,10.04,144,168,the greenway,hot,2
372,2021-09-06,easy,10.32,99.4,9.63,142,29,the lake path,rainy,1
373,2021-09-09,trail,5.39,61.5,11.41,141,94,downtown,cold,1
374,2021-09-10,long run,17.69,177.1,10.01,144,138,downtown,windy,2
375,2021-09-12,recovery,3.82,42.0,10.99,136,115,the track,sunny,6
376,2021-09-14,recovery,3.2,35.2,11.01,119,12,the canal trail,muggy,3
377,2021-09-17,fartlek,4.21,34.5,8.2,153,11,the forest preserve,rainy,3
378,2021-09-18,long run,21.59,216.5,10.03,149,45,the forest preserve,rainy,1
379,2021-09-19,interval,5.76,37.6,6.53,156,8,Central Park,windy,1
380,2021-09-20,race,26.2,167.7,6.4,172,77,the canal trail,foggy,8
381,2021-09-21,easy,4.49,40.5,9.02,143,121,the beach path,muggy,4
382,2021-09-22,recovery,4.98,53.1,10.66,129,4,the canal trail,sunny,6
383,2021-09-23,long run,11.46,111.4,9.72,141,28,the beach path,hot,7
384,2021-09-25,fartlek,4.5,38.9,8.65,149,56,the lake path,hot,3
385,2021-09-27,fartlek,8.99,69.5,7.73,162,59,downtown,foggy,5
386,2021-09-28,trail,11.09,121.8,10.98,146,47,Riverside Park,perfect weather,10
387,2021-09-29,race,13.1,88.4,6.75,158,42,Riverside Park,overcast,6
388,2021-10-02,race,13.1,95.2,7.27,174,117,the waterfront,crisp,7
389,2021-10-03,fartlek,7.85,66.6,8.49,153,1,downtown,rainy,1
390,2021-10-06,recovery,2.41,27.5,11.43,123,61,the hills,perfect weather,5
391,2021-10-09,easy,8.38,75.4,9.0,139,48,Riverside Park,muggy,7
392,2021-10-10,tempo,6.6,45.5,6.9,161,106,Central Park,humid,10
393,2021-10-13,fartlek,7.16,52.6,7.35,151,49,Central Park,humid,2
394,2021-10-14,recovery,4.87,54.3,11.14,131,123,downtown,perfect weather,10
395,2021-10-15,tempo,7.5,60.5,8.07,153,23,the neighborhood,rainy,6
396,2021-10-16,fartlek,9.1,77.0,8.46,162,86,the beach path,overcast,10
397,2021-10-17,recovery,3.84,42.8,11.14,136,5,the lake path,hot,5
398,2021-10-18,long run,18.85,177.2,9.4,145,57,Central Park,breezy,3
399,2021-10-20,trail,4.68,53.3,11.39,148,100,the greenway,overcast,5
400,2021-10-21,fartlek,6.37,51.6,8.1,165,34,the trails,crisp,5
401,2021-10-24,fartlek,5.48,48.4,8.84,164,15,the trails,overcast,3
402,2021-10-25,fartlek,10.11,87.4,8.64,149,24,the track,breezy,8
403,2021-10-26,recovery,3.15,35.6,11.3,140,18,the neighborhood,hot,2
404,2021-10-28,race,13.1,93.5,7.14,160,119,the canal trail,humid,3
405,2021-10-29,interval,4.17,28.1,6.73,189,276,Riverside Park,windy,3
406,2021-10-30,fartlek,11.84,96.9,8.18,162,73,Central Park,hot,9
407,2021-11-01,recovery,4.44,52.2,11.76,134,85,the waterfront,foggy,3
408,2021-11-03,long run,21.14,207.6,9.82,138,20,Riverside Park,cold,7
409,2021-11-06,fartlek,7.52,60.0,7.98,139,75,the greenway,perfect weather,7
410,2021-11-08,long run,20.64,204.1,9.89,142,83,the track,hot,2
411,2021-11-10,fartlek,10.89,97.2,8.93,150,149,the neighborhood,foggy,6
412,2021-11-11,tempo,10.04,74.5,7.42,164,49,the beach path,humid,7
413,2021-11-13,easy,10.21,99.5,9.75,145,85,the canal trail,overcast,9
414,2021-11-14,race,6.2,44.0,7.09,157,334,the track,hot,4
415,2021-11-15,race,3.1,21.5,6.95,167,103,the treadmill,windy,9
416,2021-11-16,tempo,8.05,58.3,7.24,166,146,the neighborhood,cold,10
417,2021-11-18,long run,17.08,173.4,10.15,158,56,the greenway,muggy,3
418,2021-11-20,tempo,9.51,74.0,7.78,147,165,the track,muggy,10
419,2021-11-23,recovery,2.48,28.9,11.64,135,49,the canal trail,crisp,1
420,2021-11-24,long run,19.6,194.0,9.9,138,18,Central Park,muggy,10
421,2021-11-25,interval,6.46,47.4,7.33,175,16,the beach path,crisp,7
422,2021-11-27,easy,8.43,85.1,10.1,135,0,the waterfront,muggy,9
423,2021-11-28,race,26.2,173.2,6.61,173,253,the trails,muggy,7
424,2021-11-29,fartlek,5.19,40.4,7.78,146,29,Riverside Park,breezy,1
425,2021-11-30,fartlek,9.78,79.1,8.09,138,173,the lake path,rainy,8
426,2021-12-01,recovery,3.24,32.9,10.15,141,95,the hills,humid,6
427,2021-12-04,recovery,2.28,26.4,11.58,125,70,the forest preserve,hot,7
428,2021-12-05,recovery,2.19,26.5,12.11,127,69,the greenway,foggy,2
429,2021-12-06,interval,6.41,47.6,7.43,187,90,the waterfront,overcast,5
430,2021-12-08,interval,7.3,45.2,6.19,178,55,the track,overcast,1
431,2021-12-09,trail,9.66,116.5,12.06,142,124,the canal trail,crisp,7
432,2021-12-10,tempo,5.18,31.6,6.11,168,31,the canal trail,hot,10
433,2021-12-13,recovery,2.66,28.1,10.58,128,72,the trails,humid,8
434,2021-12-15,fartlek,7.37,63.3,8.59,159,80,the waterfront,cold,8
435,2021-12-16,long run,14.92,146.7,9.83,147,146,the lake path,foggy,8
436,2021-12-17,interval,6.35,45.1,7.1,156,16,the hills,hot,1
437,2021-12-18,race,26.2,164.8,6.29,158,2,the hills,muggy,8
438,2021-12-19,easy,6.39,61.2,9.57,125,225,the canal trail,overcast,7
439,2021-12-20,race,13.1,88.7,6.77,155,164,the beach path,perfect weather,6
440,2021-12-21,trail,10.42,118.0,11.32,151,49,Central Park,crisp,9
441,2021-12-22,recovery,2.24,23.4,10.44,129,104,the greenway,cold,2
442,2021-12-24,fartlek,9.84,69.5,7.06,153,116,the beach path,foggy,5
443,2021-12-26,long run,11.62,118.3,10.18,136,111,the track,overcast,7
444,2021-12-27,recovery,2.21,24.7,11.18,130,4,the greenway,hot,3
445,2021-12-28,trail,5.98,65.8,11.01,140,189,the greenway,sunny,1
446,2021-12-29,tempo,10.08,71.4,7.08,154,47,the forest preserve,hot,8
447,2021-12-31,fartlek,4.5,37.1,8.24,154,189,the track,crisp,9
448,2022-01-01,recovery,3.23,35.7,11.05,120,34,the hills,hot,3
449,2022-01-03,race,13.1,93.3,7.12,168,65,the greenway,foggy,9
450,2022-01-05,race,26.2,163.0,6.22,163,104,the canal trail,sunny,6
451,2022-01-06,long run,16.78,158.4,9.44,149,49,the lake path,crisp,5
452,2022-01-09,easy,6.8,64.9,9.54,142,9,the hills,rainy,5
453,2022-01-12,interval,5.0,31.4,6.29,167,152,the forest preserve,sunny,10
454,2022-01-14,tempo,4.92,39.4,8.01,183,157,the greenway,muggy,10
455,2022-01-16,tempo,9.66,71.0,7.35,163,62,the canal trail,muggy,4
456,2022-01-17,long run,15.82,157.6,9.96,138,14,the trails,sunny,8
457,2022-01-18,trail,7.29,82.2,11.28,164,84,the track,perfect weather,4
458,2022-01-20,fartlek,8.1,65.9,8.14,155,131,the canal trail,breezy,1
459,2022-01-23,tempo,10.29,73.9,7.18,161,17,the greenway,windy,9
460,2022-01-24,fartlek,6.64,54.1,8.15,150,113,the greenway,perfect weather,6
461,2022-01-25,fartlek,11.02,85.7,7.78,155,169,the greenway,hot,9
462,2022-01-26,race,26.2,178.7,6.82,172,48,the trails,windy,5
463,2022-01-28,race,6.2,46.1,7.44,167,61,the treadmill,cold,4
464,2022-01-31,fartlek,9.25,74.1,8.01,154,138,downtown,rainy,6
465,2022-02-02,race,13.1,100.2,7.65,163,267,Riverside Park,crisp,9
466,2022-02-04,trail,6.3,72.8,11.56,136,125,the canal trail,hot,3
467,2022-02-05,easy,10.38,108.4,10.44,148,40,the treadmill,breezy,2
468,2022-02-06,fartlek,5.26,44.9,8.53,161,95,the neighborhood,cold,8
469,2022-02-07,interval,7.43,45.9,6.18,180,189,the canal trail,foggy,5
470,2022-02-09,race,6.2,42.3,6.83,164,16,Riverside Park,crisp,10
471,2022-02-10,interval,4.61,30.7,6.65,178,46,Central Park,muggy,9
472,2022-02-11,interval,7.53,46.2,6.13,173,130,Central Park,overcast,7
473,2022-02-12,fartlek,7.34,64.3,8.76,155,331,Riverside Park,muggy,3
474,2022-02-13,tempo,5.33,43.0,8.07,173,170,the lake path,muggy,8
475,2022-02-15,interval,4.05,23.9,5.91,169,65,the beach path,cold,6
476,2022-02-16,easy,11.12,115.6,10.4,141,6,the beach path,overcast,10
477,2022-02-17,easy,10.87,98.9,9.1,144,136,the track,perfect weather,3
478,2022-02-18,trail,6.51,80.7,12.4,150,50,the beach path,rainy,3
479,2022-02-21,race,3.1,21.5,6.92,178,35,Central Park,cold,10
480,2022-02-23,long run,14.02,149.3,10.65,144,15,downtown,cold,8
481,2022-02-26,fartlek,4.81,42.9,8.92,159,21,the track,foggy,8
482,2022-02-27,interval,5.8,36.5,6.3,164,110,the beach path,overcast,6
483,2022-02-28,fartlek,6.82,62.1,9.11,167,147,the neighborhood,cold,3
484,2022-03-01,recovery,3.9,43.7,11.2,129,10,the beach path,cold,10
485,2022-03-04,interval,6.75,39.9,5.91,181,5,the track,crisp,7
486,2022-03-06,recovery,2.68,29.9,11.14,127,145,Riverside Park,perfect weather,2
487,2022-03-07,tempo,9.55,75.8,7.94,151,57,the waterfront,hot,4
488,2022-03-08,race,26.2,170.3,6.5,162,2,the trails,rainy,5
489,2022-03-09,race,3.1,23.3,7.51,157,222,the treadmill,muggy,6
490,2022-03-12,interval,7.15,47.8,6.68,175,87,Central Park,muggy,2
491,2022-03-14,race,6.2,44.6,7.2,166,88,the lake path,muggy,9
492,2022-03-17,race,3.1,20.2,6.52,169,47,the neighborhood,cold,6
493,2022-03-19,interval,6.19,43.6,7.05,171,38,the trails,humid,8
494,2022-03-20,fartlek,9.92,81.6,8.23,154,200,the forest preserve,crisp,6
495,2022-03-22,fartlek,6.34,56.1,8.85,151,193,the beach path,foggy,4
496,2022-03-23,long run,10.22,106.0,10.37,149,263,the greenway,rainy,9
497,2022-03-26,recovery,4.49,47.3,10.53,138,26,Riverside Park,crisp,2
498,2022-03-27,interval,4.39,29.3,6.68,186,22,the hills,foggy,3
499,2022-03-28,recovery,2.9,31.9,10.99,127,72,the canal trail,foggy,8
500,2022-03-29,interval,6.97,41.6,5.97,163,3,the forest preserve,crisp,8
501,2022-03-30,fartlek,11.14,100.0,8.98,168,16,the beach path,sunny,8
502,2022-03-31,trail,10.36,118.6,11.45,146,2,the waterfront,crisp,1
503,2022-04-02,fartlek,4.51,38.5,8.54,164,142,the neighborhood,cold,1
504,2022-04-04,race,3.1,20.3,6.54,169,7,the forest preserve,windy,10
505,2022-04-05,easy,10.63,102.4,9.63,145,168,the lake path,hot,2
506,2022-04-07,easy,7.44,73.1,9.83,161,30,Riverside Park,rainy,1
507,2022-04-08,trail,8.82,108.0,12.24,145,178,the track,humid,7
508,2022-04-09,trail,9.05,113.6,12.55,139,71,the waterfront,perfect weather,7
509,2022-04-10,tempo,8.1,56.6,6.99,168,8,the neighborhood,hot,2
510,2022-04-11,trail,9.22,104.8,11.37,128,240,the greenway,humid,4
511,2022-04-12,easy,8.05,82.4,10.24,144,80,the treadmill,rainy,9
512,2022-04-14,trail,6.89,78.9,11.45,146,51,the canal trail,windy,4
513,2022-04-16,recovery,2.59,28.2,10.89,113,75,the track,cold,4
514,2022-04-19,long run,16.2,154.7,9.55,139,0,Central Park,muggy,7
515,2022-04-21,easy,8.58,86.1,10.04,135,57,the trails,windy,2
516,2022-04-22,easy,7.18,69.6,9.69,138,7,the waterfront,crisp,1
517,2022-04-23,easy,6.76,61.2,9.06,142,56,the lake path,rainy,4
518,2022-04-25,interval,6.81,44.2,6.49,180,394,the beach path,sunny,3
519,2022-04-27,race,6.2,42.2,6.8,162,40,the canal trail,breezy,10
520,2022-04-28,recovery,4.72,47.7,10.1,117,100,the trails,cold,3
521,2022-05-01,interval,7.3,41.7,5.71,179,248,the lake path,cold,5
522,2022-05-02,tempo,6.06,44.0,7.26,163,4,the neighborhood,muggy,7
523,2022-05-04,fartlek,4.92,45.8,9.31,162,38,Central Park,hot,7
524,2022-05-06,recovery,2.36,23.4,9.92,124,43,the forest preserve,perfect weather,7
525,2022-05-07,race,26.2,181.6,6.93,168,6,the track,foggy,8
526,2022-05-08,interval,6.67,45.1,6.76,170,90,the treadmill,breezy,3
527,2022-05-10,easy,4.08,41.2,10.09,126,80,the greenway,perfect weather,7
528,2022-05-12,tempo,10.99,83.5,7.6,168,102,the lake path,windy,5
529,2022-05-13,recovery,2.43,26.8,11.03,124,0,the neighborhood,overcast,8
530,2022-05-14,long run,15.83,144.8,9.15,139,68,the greenway,breezy,4
531,2022-05-15,race,26.2,157.7,6.02,173,104,the neighborhood,crisp,10
532,2022-05-16,long run,18.31,191.9,10.48,148,44,the trails,crisp,9
533,2022-05-17,fartlek,6.45,51.0,7.9,162,124,the trails,hot,5
534,2022-05-18,interval,7.29,52.5,7.2,169,155,the trails,breezy,2
535,2022-05-21,fartlek,6.55,55.2,8.43,161,69,the trails,breezy,10
536,2022-05-24,interval,6.82,48.8,7.15,158,93,the lake path,windy,9
537,2022-05-25,race,26.2,169.0,6.45,164,45,the waterfront,foggy,6
538,2022-05-26,race,13.1,85.4,6.52,164,2,the greenway,rainy,8
539,2022-05-27,fartlek,6.72,61.6,9.16,166,5,the beach path,hot,4
540,2022-05-28,recovery,4.03,40.9,10.16,123,74,the lake path,sunny,10
541,2022-05-29,tempo,11.9,81.9,6.88,157,48,Central Park,cold,9
542,2022-05-31,trail,7.88,87.5,11.1,151,2,the treadmill,humid,4
543,2022-06-01,interval,5.54,37.5,6.77,172,3,the lake path,crisp,4
544,2022-06-03,recovery,2.48,27.2,10.96,127,1,the treadmill,rainy,8
545,2022-06-05,tempo,6.31,46.5,7.37,174,184,the forest preserve,hot,3
546,2022-06-06,fartlek,8.82,78.1,8.85,152,140,the track,foggy,1
547,2022-06-08,easy,7.08,66.9,9.45,143,33,the canal trail,overcast,1
548,2022-06-09,trail,8.43,91.9,10.9,149,62,the track,muggy,4
549,2022-06-10,tempo,7.52,58.8,7.82,166,28,Central Park,windy,9
550,2022-06-12,recovery,2.17,23.0,10.61,125,33,Central Park,crisp,10
551,2022-06-14,fartlek,8.64,64.9,7.51,160,11,Central Park,sunny,9
552,2022-06-16,trail,7.91,99.2,12.54,140,41,Central Park,sunny,9
553,2022-06-19,race,13.1,98.9,7.55,183,77,Central Park,foggy,7
554,2022-06-20,long run,10.47,102.4,9.78,134,51,Riverside Park,foggy,3
555,2022-06-21,interval,7.86,45.1,5.74,173,192,the hills,foggy,5
556,2022-06-22,race,26.2,186.8,7.13,182,163,Riverside Park,hot,7
557,2022-06-24,interval,4.5,29.9,6.65,168,126,the forest preserve,windy,5
558,2022-06-27,long run,21.33,219.9,10.31,142,12,the neighborhood,muggy,1
559,2022-06-28,trail,7.87,92.0,11.69,147,159,the lake path,perfect weather,9
560,2022-06-30,easy,6.29,54.2,8.61,150,18,the neighborhood,sunny,3
561,2022-07-01,fartlek,8.09,66.3,8.2,165,54,the canal trail,perfect weather,6
562,2022-07-03,long run,21.77,229.2,10.53,146,41,the greenway,sunny,4
563,2022-07-04,fartlek,8.59,75.2,8.76,160,249,the treadmill,sunny,2
564,2022-07-07,race,3.1,21.4,6.9,166,153,the track,hot,1
565,2022-07-08,tempo,11.14,90.0,8.08,160,5,the beach path,breezy,7
566,2022-07-09,race,6.2,43.0,6.93,176,57,the hills,windy,10
567,2022-07-11,recovery,2.06,23.3,11.33,131,51,the lake path,breezy,3
568,2022-07-14,long run,18.31,193.4,10.56,152,11,the greenway,breezy,6
569,2022-07-15,long run,19.65,186.9,9.51,133,26,the lake path,windy,2
570,2022-07-16,trail,6.36,76.2,11.98,152,1,the beach path,hot,1
571,2022-07-19,race,26.2,192.8,7.36,172,107,the waterfront,windy,6
572,2022-07-21,trail,10.15,118.9,11.71,143,85,the lake path,humid,10
573,2022-07-24,trail,8.91,105.0,11.79,151,7,Riverside Park,crisp,5
574,2022-07-25,long run,14.89,142.8,9.59,144,41,Riverside Park,cold,3
575,2022-07-27,tempo,4.89,36.2,7.4,157,132,the forest preserve,perfect weather,6
576,2022-07-28,long run,13.59,136.2,10.02,149,6,Riverside Park,sunny,5
577,2022-07-30,recovery,4.12,48.3,11.73,130,4,the beach path,cold,2
578,2022-07-31,long run,13.54,134.3,9.92,139,21,the track,perfect weather,8
579,2022-08-02,trail,11.43,136.5,11.94,142,41,Riverside Park,sunny,2
580,2022-08-03,long run,15.72,155.0,9.86,150,20,the hills,crisp,6
581,2022-08-05,easy,8.83,84.2,9.54,140,35,the treadmill,perfect weather,7
582,2022-08-06,interval,7.55,45.8,6.07,174,55,the hills,foggy,3
583,2022-08-09,trail,9.0,113.3,12.59,137,5,the track,humid,5
584,2022-08-10,race,26.2,169.0,6.45,174,100,the track,overcast,3
585,2022-08-12,race,26.2,189.7,7.24,172,64,the treadmill,rainy,2
586,2022-08-13,race,6.2,39.8,6.42,168,119,the forest preserve,muggy,8
587,2022-08-15,interval,5.14,33.4,6.49,157,11,the waterfront,overcast,3
588,2022-08-16,easy,9.99,92.3,9.24,141,30,the lake path,hot,10
589,2022-08-18,recovery,2.14,23.5,11.0,129,25,the waterfront,hot,7
590,2022-08-21,tempo,10.71,78.6,7.34,163,0,the treadmill,hot,10
591,2022-08-24,interval,5.27,36.4,6.91,165,8,the waterfront,hot,3
592,2022-08-26,recovery,4.53,46.8,10.33,123,30,the treadmill,breezy,8
593,2022-08-28,interval,5.74,38.1,6.63,173,192,downtown,perfect weather,5
594,2022-08-30,recovery,2.27,25.4,11.2,129,92,Riverside Park,crisp,4
595,2022-09-01,tempo,9.06,56.9,6.28,160,97,the neighborhood,foggy,1
596,2022-09-04,fartlek,11.73,105.3,8.98,164,114,the forest preserve,windy,8
597,2022-09-05,long run,13.58,136.3,10.04,146,8,the canal trail,perfect weather,8
598,2022-09-06,race,6.2,45.3,7.31,177,3,the treadmill,muggy,3
599,2022-09-09,trail,8.0,93.6,11.7,147,45,the beach path,perfect weather,2
600,2022-09-11,fartlek,6.95,54.1,7.78,153,36,the hills,perfect weather,9
601,2022-09-13,trail,10.8,130.9,12.12,145,19,the greenway,sunny,6
602,2022-09-16,long run,20.56,201.7,9.81,161,19,Riverside Park,windy,6
603,2022-09-17,easy,6.36,63.5,9.99,152,11,the hills,muggy,7
604,2022-09-18,trail,6.53,79.3,12.14,154,82,Riverside Park,sunny,2
605,2022-09-19,interval,4.8,34.9,7.27,165,176,the greenway,breezy,9
606,2022-09-21,interval,4.23,25.6,6.06,160,9,the waterfront,hot,7
607,2022-09-23,tempo,10.68,70.8,6.63,162,1,downtown,sunny,8
608,2022-09-24,race,26.2,163.5,6.24,158,1,Riverside Park,overcast,3
609,2022-09-25,race,13.1,90.3,6.89,160,54,the waterfront,windy,9
610,2022-09-27,recovery,3.79,43.2,11.39,110,0,the waterfront,overcast,8
611,2022-09-30,fartlek,8.15,71.5,8.77,154,90,downtown,overcast,5
612,2022-10-01,long run,19.28,203.0,10.53,139,58,Central Park,hot,2
613,2022-10-04,tempo,6.12,45.2,7.38,163,1,the forest preserve,windy,9
614,2022-10-05,tempo,8.14,65.0,7.99,156,34,downtown,foggy,7
615,2022-10-07,interval,7.9,55.2,6.99,161,150,the beach path,perfect weather,3
616,2022-10-08,trail,7.66,90.7,11.84,153,40,the lake path,sunny,10
617,2022-10-09,fartlek,5.83,48.4,8.3,153,22,the hills,perfect weather,7
618,2022-10-10,interval,5.9,43.3,7.34,171,4,the trails,cold,2
619,2022-10-12,long run,10.91,112.0,10.27,145,36,the beach path,foggy,3
620,2022-10-13,recovery,2.42,25.8,10.67,125,77,the trails,rainy,2
621,2022-10-14,fartlek,5.18,45.1,8.7,166,133,the greenway,muggy,6
622,2022-10-16,trail,9.39,101.9,10.85,160,24,the hills,perfect weather,10
623,2022-10-17,recovery,2.87,32.5,11.32,128,50,downtown,rainy,10
624,2022-10-18,race,3.1,22.2,7.17,172,5,the neighborhood,humid,6
625,2022-10-19,interval,4.54,27.6,6.08,188,253,the treadmill,overcast,3
626,2022-10-20,tempo,8.0,53.6,6.7,163,91,the greenway,perfect weather,7
627,2022-10-22,tempo,10.46,77.4,7.4,159,49,the hills,perfect weather,7
628,2022-10-23,fartlek,4.35,32.1,7.39,167,14,the neighborhood,foggy,3
629,2022-10-25,tempo,4.4,29.9,6.79,159,148,the waterfront,cold,3
630,2022-10-26,recovery,4.88,52.7,10.79,134,17,the canal trail,rainy,10
631,2022-10-27,recovery,3.31,33.8,10.2,133,72,Central Park,rainy,3
632,2022-10-28,trail,11.85,137.3,11.59,142,16,the greenway,foggy,8
633,2022-10-30,fartlek,10.06,87.6,8.71,155,14,the lake path,breezy,8
634,2022-11-01,tempo,5.98,50.2,8.4,160,81,Riverside Park,crisp,1
635,2022-11-02,race,3.1,20.2,6.52,171,66,the treadmill,windy,9
636,2022-11-03,tempo,4.1,30.7,7.5,174,0,the beach path,rainy,10
637,2022-11-06,fartlek,5.83,51.4,8.81,153,80,the greenway,foggy,2
638,2022-11-08,long run,20.18,194.7,9.65,136,104,the treadmill,foggy,6
639,2022-11-10,easy,4.23,39.8,9.42,133,52,the beach path,breezy,8
640,2022-11-12,interval,5.16,31.5,6.1,174,40,the lake path,overcast,4
641,2022-11-13,easy,10.03,88.6,8.83,127,200,the waterfront,cold,6
642,2022-11-14,fartlek,6.86,58.7,8.55,159,123,the canal trail,overcast,4
643,2022-11-15,recovery,3.08,34.5,11.2,117,85,the canal trail,breezy,10
644,2022-11-18,trail,11.35,126.4,11.14,143,8,the track,crisp,3
645,2022-11-19,interval,4.16,23.9,5.74,172,2,the beach path,sunny,10
646,2022-11-20,race,6.2,44.1,7.11,166,26,downtown,breezy,5
647,2022-11-21,race,3.1,21.9,7.05,172,45,the track,perfect weather,1
648,2022-11-22,tempo,10.07,78.2,7.77,183,26,the forest preserve,humid,4
649,2022-11-23,recovery,4.84,55.1,11.39,127,178,the canal trail,windy,7
650,2022-11-25,tempo,7.81,64.1,8.21,158,55,the hills,muggy,5
651,2022-11-28,trail,5.49,64.2,11.7,137,32,the lake path,rainy,2
652,2022-12-01,long run,10.85,106.5,9.82,148,5,the lake path,foggy,5
653,2022-12-04,recovery,3.23,35.6,11.01,135,133,the waterfront,rainy,6
654,2022-12-06,easy,9.55,88.4,9.26,147,117,the canal trail,breezy,2
655,2022-12-09,fartlek,11.01,88.3,8.02,158,61,the neighborhood,muggy,6
656,2022-12-10,trail,4.3,48.2,11.21,134,10,the trails,perfect weather,4
657,2022-12-12,race,13.1,96.3,7.35,147,4,the canal trail,cold,6
658,2022-12-14,tempo,5.84,40.6,6.96,153,0,the hills,rainy,6
659,2022-12-17,easy,9.94,97.8,9.84,130,150,Central Park,overcast,8
660,2022-12-18,long run,13.9,127.0,9.14,139,99,the canal trail,humid,8
661,2022-12-20,easy,6.97,64.6,9.27,143,185,the lake path,windy,3
662,2022-12-23,race,6.2,41.5,6.7,179,71,the canal trail,cold,2
663,2022-12-26,recovery,3.63,38.8,10.7,131,98,the treadmill,overcast,6
664,2022-12-29,tempo,8.67,67.1,7.74,157,243,Central Park,perfect weather,5
665,2023-01-01,interval,6.86,39.2,5.71,178,113,the lake path,muggy,2
666,2023-01-04,long run,16.11,161.4,10.02,137,36,Central Park,windy,8
